superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
subparaventricular zone	<http://purl.obolibrary.org/obo/UBERON_0007626>	subparaventricular zone	<http://purl.obolibrary.org/obo/DHBA_266441555>	OK			
subparaventricular zone	<http://purl.obolibrary.org/obo/UBERON_0007626>	subparaventricular zone, left	<http://purl.obolibrary.org/obo/HBA_4574>	OK			
subparaventricular zone	<http://purl.obolibrary.org/obo/UBERON_0007626>	subparaventricular zone	<http://purl.obolibrary.org/obo/MBA_347>	OK			
subparietal sulcus	<http://purl.obolibrary.org/obo/UBERON_0002908>	subparietal sulcus	<http://purl.obolibrary.org/obo/HBA_9376>	OK			
substantia innominata	<http://purl.obolibrary.org/obo/UBERON_0003017>	substantia innominata	<http://purl.obolibrary.org/obo/DHBA_13034>	OK			
substantia innominata	<http://purl.obolibrary.org/obo/UBERON_0003017>	substantia innominata	<http://purl.obolibrary.org/obo/HBA_13003>	OK			
substantia innominata	<http://purl.obolibrary.org/obo/UBERON_0003017>	substantia innominata	<http://purl.obolibrary.org/obo/MBA_342>	OK			
substantia nigra	<http://purl.obolibrary.org/obo/UBERON_0002038>	substantia nigra	<http://purl.obolibrary.org/obo/DHBA_12251>	OK			
substantia nigra	<http://purl.obolibrary.org/obo/UBERON_0002038>	substantia nigra	<http://purl.obolibrary.org/obo/HBA_9072>	OK			
substantia nigra pars compacta	<http://purl.obolibrary.org/obo/UBERON_0001965>	substantia nigra, compact part	<http://purl.obolibrary.org/obo/DHBA_12252>	OK			
substantia nigra pars compacta	<http://purl.obolibrary.org/obo/UBERON_0001965>	substantia nigra, pars compacta, left	<http://purl.obolibrary.org/obo/HBA_9074>	OK			
substantia nigra pars compacta	<http://purl.obolibrary.org/obo/UBERON_0001965>	substantia nigra, compact part	<http://purl.obolibrary.org/obo/MBA_374>	OK			
substantia nigra pars lateralis	<http://purl.obolibrary.org/obo/UBERON_0002995>	substantia nigra, lateral part	<http://purl.obolibrary.org/obo/DHBA_12257>	OK			
substantia nigra pars lateralis	<http://purl.obolibrary.org/obo/UBERON_0002995>	substantia nigra, lateral part	<http://purl.obolibrary.org/obo/MBA_615>	OK			
substantia nigra pars reticulata	<http://purl.obolibrary.org/obo/UBERON_0001966>	substantia nigra, reticular part	<http://purl.obolibrary.org/obo/DHBA_12259>	OK			
substantia nigra pars reticulata	<http://purl.obolibrary.org/obo/UBERON_0001966>	substantia nigra, pars reticulata, left	<http://purl.obolibrary.org/obo/HBA_9075>	OK			
substantia nigra pars reticulata	<http://purl.obolibrary.org/obo/UBERON_0001966>	substantia nigra, reticular part	<http://purl.obolibrary.org/obo/MBA_381>	OK			
subthalamic fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022256>	subthalamic fasciculus	<http://purl.obolibrary.org/obo/DHBA_12089>	OK			
subthalamic fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022256>	subthalamic fasciculus	<http://purl.obolibrary.org/obo/HBA_265505350>	OK			
subthalamic fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022256>	subthalamic fascicle	<http://purl.obolibrary.org/obo/MBA_317>	OK			
subthalamic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001906>	subthalamic nucleus	<http://purl.obolibrary.org/obo/DHBA_10466>	OK			
subthalamic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001906>	subthalamic nucleus, left	<http://purl.obolibrary.org/obo/HBA_4518>	OK			
subthalamic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001906>	subthalamic nucleus	<http://purl.obolibrary.org/obo/MBA_470>	OK			
sulcus limitans of fourth ventricle	<http://purl.obolibrary.org/obo/UBERON_0009573>	sulcus limitans	<http://purl.obolibrary.org/obo/DHBA_12823>	OK			
sulcus of brain	<http://purl.obolibrary.org/obo/UBERON_0013118>	cerebral sulci	<http://purl.obolibrary.org/obo/DHBA_10610>	gen		Add Term	
sulcus of brain	<http://purl.obolibrary.org/obo/UBERON_0013118>	sulci & spaces	<http://purl.obolibrary.org/obo/HBA_9352>	OK			
sulcus of limbic lobe	<http://purl.obolibrary.org/obo/UBERON_0034674>	limbic lobe sulci	<http://purl.obolibrary.org/obo/HBA_9393>	OK			
sulcus of parietal lobe	<http://purl.obolibrary.org/obo/UBERON_0035927>	parietal lobe sulci	<http://purl.obolibrary.org/obo/HBA_9370>	OK			
superficial layer of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0006791>	superficial layer of superior colliculus	<http://purl.obolibrary.org/obo/DHBA_12293>	OK			
superficial white layer of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0006779>	superficial white layer of superior colliculus	<http://purl.obolibrary.org/obo/DHBA_12296>	OK			
superficial white layer of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0006779>	superficial white layer of the superior colliculus, left	<http://purl.obolibrary.org/obo/HBA_9122>	OK			
superficial white layer of superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0006779>	superior colliculus, optic layer	<http://purl.obolibrary.org/obo/MBA_851>	OK			
superior cerebellar peduncle	<http://purl.obolibrary.org/obo/UBERON_0002150>	superior cerebellar peduncle (brachium conjunctivum)	<http://purl.obolibrary.org/obo/DHBA_12354>	OK			
superior cerebellar peduncle	<http://purl.obolibrary.org/obo/UBERON_0002150>	superior cerebellar peduncle	<http://purl.obolibrary.org/obo/DMBA_17793>	OK			
superior cerebellar peduncle	<http://purl.obolibrary.org/obo/UBERON_0002150>	superior cerebellar peduncle, Right	<http://purl.obolibrary.org/obo/HBA_9297>	OK			
superior cerebellar peduncle	<http://purl.obolibrary.org/obo/UBERON_0002150>	superior cerebelar peduncles	<http://purl.obolibrary.org/obo/MBA_326>	OK			
superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0001945>	superior colliculus	<http://purl.obolibrary.org/obo/DHBA_12292>	OK			
superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0001945>	colliculus superior	<http://purl.obolibrary.org/obo/DMBA_16678>	OK			
superior colliculus	<http://purl.obolibrary.org/obo/UBERON_0001945>	superior colliculus	<http://purl.obolibrary.org/obo/HBA_9114>	OK			
superior colliculus superficial gray layer	<http://purl.obolibrary.org/obo/UBERON_0006120>	superficial gray layer of superior colliculus	<http://purl.obolibrary.org/obo/DHBA_12295>	OK			
superior colliculus superficial gray layer	<http://purl.obolibrary.org/obo/UBERON_0006120>	superficial gray layer of the superior colliculus, left	<http://purl.obolibrary.org/obo/HBA_9121>	OK			
superior colliculus superficial gray layer	<http://purl.obolibrary.org/obo/UBERON_0006120>	superior colliculus, superficial gray layer	<http://purl.obolibrary.org/obo/MBA_842>	OK			
superior corona radiata	<http://purl.obolibrary.org/obo/UBERON_0022426>	superior portion of corona radiata	<http://purl.obolibrary.org/obo/DHBA_15542>	OK			
superior frontal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002661>	superior frontal gyrus	<http://purl.obolibrary.org/obo/DHBA_12115>	OK			
superior frontal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002661>	superior frontal gyrus	<http://purl.obolibrary.org/obo/HBA_4021>	OK			
superior frontal sulcus	<http://purl.obolibrary.org/obo/UBERON_0002562>	superior frontal sulcus	<http://purl.obolibrary.org/obo/DHBA_10639>	OK			
superior frontal sulcus	<http://purl.obolibrary.org/obo/UBERON_0002562>	superior frontal sulcus	<http://purl.obolibrary.org/obo/HBA_9356>	OK			
superior longitudinal fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022246>	superior longitudinal fasciculus	<http://purl.obolibrary.org/obo/DHBA_10592>	OK			
superior longitudinal fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022246>	superior longitudinal fasciculus	<http://purl.obolibrary.org/obo/HBA_9281>	OK			
superior occipital gyrus	<http://purl.obolibrary.org/obo/UBERON_0002948>	superior occipital gyrus	<http://purl.obolibrary.org/obo/DHBA_12154>	OK			
superior occipital gyrus	<http://purl.obolibrary.org/obo/UBERON_0002948>	superior occipital gyrus	<http://purl.obolibrary.org/obo/HBA_4212>	OK			
superior olivary complex	<http://purl.obolibrary.org/obo/UBERON_0002128>	superior olivary complex	<http://purl.obolibrary.org/obo/DHBA_12462>	OK			
superior olivary complex	<http://purl.obolibrary.org/obo/UBERON_0002128>	superior olivary complex	<http://purl.obolibrary.org/obo/HBA_9177>	OK			
superior olivary complex	<http://purl.obolibrary.org/obo/UBERON_0002128>	superior olivary complex	<http://purl.obolibrary.org/obo/MBA_398>	OK			
superior parietal cortex	<http://purl.obolibrary.org/obo/UBERON_0006094>	superior parietal lobule	<http://purl.obolibrary.org/obo/HBA_4096>	OK			
superior postcentral sulcus	<http://purl.obolibrary.org/obo/UBERON_0002907>	posterodorsal (superior) parietal cortex	<http://purl.obolibrary.org/obo/DHBA_10215>	nok	parietal cortex (http://purl.obolibrary.org/obo/UBERON_0016530)		
superior precentral sulcus	<http://purl.obolibrary.org/obo/UBERON_0002566>	superficial presubicular path	<http://purl.obolibrary.org/obo/HBA_265505362>	Verify			
superior rostral gyrus	<http://purl.obolibrary.org/obo/UBERON_0019279>	superior rostral gyrus	<http://purl.obolibrary.org/obo/DHBA_12129>	OK			
superior rostral gyrus	<http://purl.obolibrary.org/obo/UBERON_0019279>	superior rostral gyrus	<http://purl.obolibrary.org/obo/HBA_4897>	OK			
superior rostral sulcus	<http://purl.obolibrary.org/obo/UBERON_0002607>	superior rostral sulcus	<http://purl.obolibrary.org/obo/DHBA_146034840>	gen		HAS PARALLEL	
superior rostral sulcus	<http://purl.obolibrary.org/obo/UBERON_0002607>	superior rostral sulcus	<http://purl.obolibrary.org/obo/HBA_9366>	gen		HAS PARALLEL	
superior salivatory nucleus	<http://purl.obolibrary.org/obo/UBERON_0002149>	superior salivatory nucleus	<http://purl.obolibrary.org/obo/DHBA_12435>	OK			
superior salivatory nucleus	<http://purl.obolibrary.org/obo/UBERON_0002149>	superior salivatory nucleus	<http://purl.obolibrary.org/obo/HBA_9194>	OK			
superior salivatory nucleus	<http://purl.obolibrary.org/obo/UBERON_0002149>	superior salivatory nucleus	<http://purl.obolibrary.org/obo/MBA_462>	OK			
superior temporal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002769>	superior temporal gyrus	<http://purl.obolibrary.org/obo/DHBA_12140>	OK			
superior temporal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002769>	superior temporal gyrus	<http://purl.obolibrary.org/obo/HBA_4133>	OK			
superior temporal sulcus	<http://purl.obolibrary.org/obo/UBERON_0002734>	superior temporal sulcus	<http://purl.obolibrary.org/obo/DHBA_10629>	gen		HAS PARALLEL	
superior temporal sulcus	<http://purl.obolibrary.org/obo/UBERON_0002734>	superior temporal sulcus	<http://purl.obolibrary.org/obo/HBA_9378>	gen		HAS PARALLEL	
superior vestibular nucleus	<http://purl.obolibrary.org/obo/UBERON_0007227>	superior vestibular nucleus	<http://purl.obolibrary.org/obo/DHBA_12452>	OK			
superior vestibular nucleus	<http://purl.obolibrary.org/obo/UBERON_0007227>	superior vestibular nucleus, left	<http://purl.obolibrary.org/obo/HBA_9701>	OK			
superior vestibular nucleus	<http://purl.obolibrary.org/obo/UBERON_0007227>	superior vestibular nucleus	<http://purl.obolibrary.org/obo/MBA_217>	OK			
suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/UBERON_0002034>	suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/DHBA_10480>	OK			
suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/UBERON_0002034>	suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/DMBA_15660>	OK			
suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/UBERON_0002034>	suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/HBA_12908>	OK			
suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/UBERON_0002034>	suprachiasmatic nucleus	<http://purl.obolibrary.org/obo/MBA_286>	OK			
suprachiasmatic nucleus dorsomedial part	<http://purl.obolibrary.org/obo/UBERON_0027768>	suprachiasmatic nucleus, left, dorsomedial part	<http://purl.obolibrary.org/obo/HBA_4591>	OK			
suprachiasmatic nucleus ventrolateral part	<http://purl.obolibrary.org/obo/UBERON_0027771>	suprachiasmatic nucleus, left, ventrolateral part	<http://purl.obolibrary.org/obo/HBA_4592>	OK			
suprageniculate nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003033>	suprageniculate nucleus of thalamus	<http://purl.obolibrary.org/obo/DHBA_13044>	OK			
suprageniculate nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003033>	suprageniculate nucleus	<http://purl.obolibrary.org/obo/DMBA_16452>	OK			
suprageniculate nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003033>	suprageniculate nucleus of the thalamus, left	<http://purl.obolibrary.org/obo/HBA_4430>	OK			
suprageniculate nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003033>	suprageniculate nucleus	<http://purl.obolibrary.org/obo/MBA_325>	OK			
supragenual nucleus of pontine tegmentum	<http://purl.obolibrary.org/obo/UBERON_0022424>	supragenual nucleus	<http://purl.obolibrary.org/obo/DHBA_12662>	OK			
supragenual nucleus of pontine tegmentum	<http://purl.obolibrary.org/obo/UBERON_0022424>	supragenual nucleus	<http://purl.obolibrary.org/obo/DMBA_17190>	OK			
supramammillary commissure	<http://purl.obolibrary.org/obo/UBERON_0002991>	supramammillary decussation	<http://purl.obolibrary.org/obo/MBA_341>	OK			
supramammillary nucleus	<http://purl.obolibrary.org/obo/UBERON_0001940>	supramammillary nucleus	<http://purl.obolibrary.org/obo/DHBA_10497>	OK			
supramammillary nucleus	<http://purl.obolibrary.org/obo/UBERON_0001940>	supramammillary nucleus	<http://purl.obolibrary.org/obo/HBA_12911>	OK			
supramammillary nucleus	<http://purl.obolibrary.org/obo/UBERON_0001940>	supramammillary nucleus	<http://purl.obolibrary.org/obo/MBA_525>	OK			
supramarginal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002688>	supramarginal gyrus	<http://purl.obolibrary.org/obo/DHBA_12135>	OK			
supramarginal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002688>	supramarginal gyrus	<http://purl.obolibrary.org/obo/HBA_4104>	OK			
supraoptic crest	<http://purl.obolibrary.org/obo/UBERON_0002689>	organum vasculosum laminae terminalis	<http://purl.obolibrary.org/obo/DHBA_12106>	OK			
supraoptic crest	<http://purl.obolibrary.org/obo/UBERON_0002689>	vascular organ of the lamina terminalis	<http://purl.obolibrary.org/obo/DMBA_15582>	OK			
supraoptic crest	<http://purl.obolibrary.org/obo/UBERON_0002689>	vascular organ of the lamina terminalis	<http://purl.obolibrary.org/obo/MBA_763>	OK			
supraoptic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001929>	supraoptic nucleus	<http://purl.obolibrary.org/obo/DHBA_10481>	OK			
supraoptic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001929>	supraoptic nucleus	<http://purl.obolibrary.org/obo/DMBA_15633>	OK			
supraoptic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001929>	supraoptic nucleus	<http://purl.obolibrary.org/obo/HBA_12907>	OK			
supraoptic nucleus	<http://purl.obolibrary.org/obo/UBERON_0001929>	supraoptic nucleus	<http://purl.obolibrary.org/obo/MBA_390>	OK			
supraspinal nucleus	<http://purl.obolibrary.org/obo/UBERON_0002882>	spinal accessory (supraspinal) nucleus	<http://purl.obolibrary.org/obo/DHBA_12661>	OK			
supraspinal nucleus	<http://purl.obolibrary.org/obo/UBERON_0002882>	supraspinal nucleus	<http://purl.obolibrary.org/obo/HBA_9694>	OK			
taenia tectum of brain	<http://purl.obolibrary.org/obo/UBERON_0015800>	taenia tectum	<http://purl.obolibrary.org/obo/DHBA_10305>	OK			
taenia tectum of brain	<http://purl.obolibrary.org/obo/UBERON_0015800>	taenia tecta	<http://purl.obolibrary.org/obo/DMBA_16154>	OK			
taenia tectum of brain	<http://purl.obolibrary.org/obo/UBERON_0015800>	taenia tecta	<http://purl.obolibrary.org/obo/MBA_589>	OK			
tail of caudate nucleus	<http://purl.obolibrary.org/obo/UBERON_0002628>	tail of caudate	<http://purl.obolibrary.org/obo/DHBA_10337>	OK			
tail of caudate nucleus	<http://purl.obolibrary.org/obo/UBERON_0002628>	tail of the caudate nucleus	<http://purl.obolibrary.org/obo/HBA_12901>	OK			
tapetum of corpus callosum	<http://purl.obolibrary.org/obo/UBERON_0000373>	tapetum of corpus callosum	<http://purl.obolibrary.org/obo/DHBA_12027>	OK			
tapetum of corpus callosum	<http://purl.obolibrary.org/obo/UBERON_0000373>	tapetum of corpus callosum	<http://purl.obolibrary.org/obo/HBA_265504966>	OK			
